10776,"N,N-Dimethyl acetamide, whole water",34165,"Acetamide, N,N-dimethyl-"
10085,Methyl acetate,7674,"Acetic acid, methyl ester"
10086,n-Amyl acetate,64394,"Acetic acid, pentyl ester"
10087,Potassium Acetate,34124,"Acetic acid, potassium salt"
10089,Trichloroacetic acid,6072,"Acetic acid, trichloro-"
10090,K064,741371,Acid plant blowdown slurry/sludge from primary copper production as defined.
10092,Aldehyde,761379,Aldehydes
10093,Aluminum chloride,150482,Aluminum chloride [AlCl3]
10094,Ammonium chloride,179416,Ammonium chloride [[NH4]Cl]
10095,Ammonium hydroxide,85860,Ammonium hydroxide [[NH4][OH]]
10097,"Asbestos, total amphibole",709485,Amphibole-group minerals
10098,Antimony hexafluoride,17135377,"Antimonate[1-], hexafluoro-, [OC-6-11]-"
10100,Polycyclic aromatic hydrocarbons,627059,"Aromatic hydrocarbons, polycyclic"
10101,Calcium arsenate,153890,"Arsenic acid [H3AsO4], calcium salt [2:3]"
10102,Copper arsenate,168047,"Arsenic acid [H3AsO4], copper salt"
10103,Chrysotile asbestos,17074808,"Asbestos, chrysotile"
10104,Coal ash,396671,"Ashes, residues"
10957,Benzofuran,40865,Benzofuran
10958,"Dicamba, 5-hydroxy-, total recoverable",52450384,"Benzoic acid, 2,5-dichloro-3-hydroxy-6-methoxy-"
10959,Aspirin,1198,"Benzoic acid, 2-[acetyloxy]-"
10376,Zinc permanganate,17135393,"Permanganic acid [HMnO4], zinc salt"
10378,Sodium persulfate,153809,"Peroxydisulfuric acid [[[HO]S[O]2]2O2], disodium salt"
10380,"2,4,5-Trichlorophenol",16519,"Phenol, 2,4,5-trichloro-"
10381,Picric acid,12070,"Phenol, 2,4,6-trinitro-"
10382,"2,4-Dimethylphenol",22970,"Phenol, 2,4-dimethyl-"
10383,o-Chlorophenol,16238,"Phenol, 2-chloro-"
10384,"4,6-Dinitro-o-cresol",51102,"Phenol, 2-methyl-4,6-dinitro-"
10385,o-Nitrophenol,12005,"Phenol, 2-nitro-"
10387,"4,4'-Isopropylidenediphenol",8110,"Phenol, 4,4'-[1-methylethylidene]bis-"
10388,p-Cresol,23606,"Phenol, 4-methyl-"
10389,p-Nitrophenol,19117,"Phenol, 4-nitro-"
10390,Chlorinated phenols,650291,"Phenol, chloro derivs."
10201,Acrylates,5244744,Certain acrylates [generic]
10204,Sodium chlorate,153767,"Chloric acid, sodium salt"
10205,Chlorinated organic compounds,966259,Chlorinated organic compounds
10206,Chlorine dioxide,167296,Chlorine oxide [ClO2]
10207,Sodium chlorite,153445,"Chlorous acid, sodium salt"
10208,Dichromic acid,188128,Chromic acid [H2Cr2O7]
10209,Sodium dichromate,172593,"Chromic acid [H2Cr2O7], disodium salt"
10210,Chromic[VI] acid,153213,Chromic acid [H2CrO4]
10211,Sodium chromate[VI],153775,"Chromic acid [H2CrO4], disodium salt"
10212,Chromium MACT,17136201,Chromium Maximum Achievable Control Technology [MACT]
10213,Chromium[III] hydroxide,82412,Chromium hydroxide [Cr[OH]3]
10214,"Chromium, Hexavalent",212357,"Chromium, hexavalent"
10215,"Chromium, Trivalent",203000,"Chromium, ion [Cr3]"
10216,K170,742304,Clarified slurry oil tank sediment and/or in-line filter/separation solids from petroleum refining operations.
10217,Colbalt compounds,649970,Cobalt compounds
10218,K030,741116,Column bottoms or heavy ends from the combined production of trichloroethylene and perchloroethylene.
10219,K113,742007,Condensed liquid light ends from the purification of toluenediamine in the production of toluenediamine via hydrogenation of dinitrotoluene.
10220,Cuprous chloride,153494,Copper chloride [CuCl]
10221,Copper oxychloride sulfate,158279,"Copper chloride hydroxide [Cu2Cl[OH]3], mixture with copper hydroxide sulfate [Cu4[OH]6[SO4]]"
10222,Copper[I] cyanide,52886,Copper cyanide [Cu[CN]]
10224,Cuprous oxide,83378,Copper oxide [Cu2O]
10225,D002,1647668,Corrosivity -- RCRA Char
10226,Wood creosote,159038,"Creosote, wood"
10227,Calcium cyanamide,40477,"Cyanamide, calcium salt [1:1]"
10229,Limonene,37267,"Cyclohexene, 1-methyl-4-[1-methylethenyl]-"
10230,Fenpropathrin,279604,"Cyclopropanecarboxylic acid, 2,2,3,3-tetramethyl-, cyano[3-phenoxyphenyl]methyl ester"
10232,"Cyclotetrasiloxane, octamethyl-",53975,"Cyclotetrasiloxane, octamethyl-"
10233,Sodium gluconate,50229,"D-Gluconic acid, monosodium salt"
10234,D-gluconic acid sodium salt,197657,"D-Gluconic acid, sodium salt"
10235,Streptozotocin,213348,"D-Glucose, 2-deoxy-2-[[[methylnitrosoamino]carbonyl]amino]-"
10236,Azobenzene,21337,"Diazene, diphenyl-"
10237,Azodicarbonamide,33175,Diazenedicarboxamide
10238,"Dibenz[a,h]anthracene",1685,"Dibenz[a,h]anthracene"
11036,"Calcium hypochlorite, number of applications",17027558,"Calcium hypochlorite, number of applications"
11037,"Calcium hypochlorite, weight/application grams",17027566,"Calcium hypochlorite, weight per application"
11038,Calcium oxide,82263,Calcium oxide [CaO]
11039,"Calcium, pct exchange",17027574,"Calcium, percent exchange"
11041,Chlorpropham,19984,"Carbamic acid, [3-chlorophenyl]-, 1-methylethyl ester"
11042,Barban,20016,"Carbamic acid, [3-chlorophenyl]-, 4-chloro-2-butynyl ester"
10130,"1,2,4-Trichlorobenzene",31435,"Benzene, 1,2,4-trichloro-"
10131,"1,2,4-Triethylbenzene",17135302,"Benzene, 1,2,4-triethyl-"
10132,"1,2,4-Trimethylbenzene",16261,"Benzene, 1,2,4-trimethyl-"
10133,o-Dichlorobenzene,16162,"Benzene, 1,2-dichloro-"
10134,o-Xylene,16139,"Benzene, 1,2-dimethyl-"
10135,"1,3,5-Trimethylbenzene",25262,"Benzene, 1,3,5-trimethyl-"
10136,m-Dichlorobenzene,52217,"Benzene, 1,3-dichloro-"
10137,"Toluene-2,6-diisocyanate",13243,"Benzene, 1,3-diisocyanato-2-methyl-"
10138,Toluene diisocyanate,239681,"Benzene, 1,3-diisocyanatomethyl-"
10139,m-Xylene,25056,"Benzene, 1,3-dimethyl-"
10140,p-Dichlorobenzene,23622,"Benzene, 1,4-dichloro-"
10141,"1,4-Phenylene diisocyanate",22111,"Benzene, 1,4-diisocyanato-"
10142,p-Xylene,23580,"Benzene, 1,4-dimethyl-"
10143,"o,p'-DDT",70516,"Benzene, 1-chloro-2-[2,2,2-trichloro-1-[4-chlorophenyl]ethyl]-"
10144,"2,4-Dinitrotoluene",31575,"Benzene, 1-methyl-2,4-dinitro-"
10145,p-Nitrotoluene,19083,"Benzene, 1-methyl-4-nitro-"
10146,"Toluene-2,4-diisocyanate",55939,"Benzene, 2,4-diisocyanato-1-methyl-"
10147,"Benzene, 2-bromo-1,4-dimethoxy-",231399,"Benzene, 2-bromo-1,4-dimethoxy-"
10148,Oxyfluorfen,286278,"Benzene, 2-chloro-1-[3-ethoxy-4-nitrophenoxy]-4-[trifluoromethyl]-"
10149,Trinitrotoluene [TNT],30460,"Benzene, 2-methyl-1,3,5-trinitro-"
10150,"2,6-Dinitrotoluene",58875,"Benzene, 2-methyl-1,3-dinitro-"
10151,Chlorobenzene,25478,"Benzene, chloro-"
10152,Dichlorobenzene,231902,"Benzene, dichloro-"
10153,Xylene,84970,"Benzene, dimethyl-"
10348,Methyl mercaptan,5157,Methanethiol
10350,Nickel[II] chloride,152868,Nickel chloride [NiCl2]
10351,Nickel[II] oxide,82891,Nickel oxide [NiO]
10352,Nickel oxide,176727,Nickel oxide [NiO2]
10353,Nitrate compounds,649616,Nitrate compounds -- TRI
10354,Inorganic Nitrogen [nitrate and nitrite] [as N],701177,Nitrate-nitrite
10356,Sodium nitrate,152041,Nitric acid sodium salt
10357,Magnesium nitrate,170803,"Nitric acid, magnesium salt"
10359,Nitrous oxide,166389,Nitrogen oxide [N2O]
10362,Stearic acid,2436,Octadecanoic acid
10363,Ammonium perfluoroctanoate,119495,"Octanoic acid, pentadecafluoro-, ammonium salt"
10364,Oil and grease,749655,Oil and grease -- CWA 304B
10365,Total organic carbon,701250,Organic carbon
10366,VOC,966598,"Organics, volatile"
10368,Phenyl glycidyl ether,32383,"Oxirane, [phenoxymethyl]-"
10369,Diglycidyl ether,99226,"Oxirane, 2,2'-[oxybis[methylene]]bis-"
10370,Propylene oxide,5660,"Oxirane, methyl-"
10371,PCB transformer fluid,17135831,PCB transformer fluid
10374,Pentaborane,215244,Pentaborane[9]
10375,Glutaraldehyde,27425,Pentanedial
10046,Methyl isobutyl ketone,24851,"2-Pentanone, 4-methyl-"
10047,Isopropanol,4291,2-Propanol
10048,"1,3-Dichloro-2-propanol",16725,"2-Propanol, 1,3-dichloro-"
10049,TCPP [Tris [1-chloro-2-propyl] phosphate],189555,"2-Propanol, 1-chloro-, 2,2',2''-phosphate"
10050,tert-Butanol,5751,"2-Propanol, 2-methyl-"
10051,Acetone,4309,2-Propanone
10053,2-Propen-1-ol,24224,2-Propen-1-ol
10391,Dimethylphenol,81836,"Phenol, dimethyl-"
10392,Isobutylenated phenol phosphate [3:1],496026,"Phenol, isobutylenated, phosphate [3:1]"
10393,Isopropylated phenol phosphate [3:1],496034,"Phenol, isopropylated, phosphate [3:1]"
10394,Cresol,83550,"Phenol, methyl-"
10395,Nonylphenol,230318,"Phenol, nonyl-"
10396,Pentachlorophenol,11437,"Phenol, pentachloro-"
10397,Total phenols,749630,Phenols and phenolic compounds
10398,O-Ethyl S-[2-diisopropylaminoethyl] methylphosphonothioate,289512,"Phosphonothioic acid, methyl-, S-[2-[bis[1-methylethyl]amino]ethyl] O-ethyl ester"
10399,Acephate,256677,"Phosphoramidothioic acid, acetyl-, O,S-dimethyl ester"
10400,Aluminum phosphate,155010,"Phosphoric acid, aluminum salt [1:1]"
10401,Ammonium phosphate,168286,"Phosphoric acid, ammonium salt"
10402,Lead[II] phosphate,150458,"Phosphoric acid, lead[2+] salt [2:3]"
10403,Trisodium phosphate,151746,"Phosphoric acid, trisodium salt"
10404,Phosphorus oxychloride,166488,Phosphoric trichloride
10405,Disulfoton,41210,"Phosphorodithioic acid, O,O-diethyl S-[2-[ethylthio]ethyl] ester"
10406,Azinphos-methyl,10777,"Phosphorodithioic acid, O,O-dimethyl S-[[4-oxo-1,2,3-benzotriazin-3[4H]-yl]methyl] ester"
10407,Parathion,2147,"Phosphorothioic acid, O,O-diethyl O-[4-nitrophenyl] ester"
10408,Diazinon,42705,"Phosphorothioic acid, O,O-diethyl O-[6-methyl-2-[1-methylethyl]-4-pyrimidinyl] ester"
10409,Methyl parathion,41194,"Phosphorothioic acid, O,O-dimethyl O-[4-nitrophenyl] ester"
10410,Polyethylene glycol,231977,"Poly[oxy-1,2-ethanediyl], .alpha.-hydro-.omega.-hydroxy-"
10412,Potassium cyanide,40261,Potassium cyanide [K[CN]]
10413,Potassium hydroxide,82610,Potassium hydroxide [K[OH]]
10414,Potassium superoxide [K[O2]],176024,Potassium superoxide [K[O2]]
10416,"1,2-Dibromo-3-chloropropane",16618,"Propane, 1,2-dibromo-3-chloro-"
10417,"1,2-Dichloropropane",7393,"Propane, 1,2-dichloro-"
10418,Methyl tert-butyl ether,89870,"Propane, 2-methoxy-2-methyl-"
10419,2-Nitropropane,7872,"Propane, 2-nitro-"
10420,Propionic acid,7609,Propanoic acid
10421,Dichlorprop,31146,"Propanoic acid, 2-[2,4-dichlorophenoxy]-"
10422,Propionic anhydride,33068,"Propanoic acid, anhydride"
10423,Sodium propionate,36954,"Propanoic acid, sodium salt"
10424,Pydraul 50E,695270,Pydraul 50E
10425,2-Methylpyridine,25601,"Pyridine, 2-methyl-"
10426,Nicotine,1727,"Pyridine, 3-[[2S]-1-methyl-2-pyrrolidinyl]-"
10428,Natural gas condensate,485169,"Pyridinium, 1-methyl-, Et Me derivs., chlorides"
10429,Radionuclides [including radon],649632,Radionuclides [including radon] -- CAA 112B
10430,Radium-226,192856,"Radium, isotope of mass 226"
10431,Radium-228,199026,"Radium, isotope of mass 228"
10433,D003,1647684,Reactivity -- RCRA Char
10454,"Solids, total",1640382,"Solids, total"
10456,K028,741090,"Spent catalyst in the production of 1,1,1-trichloroethane as defined."
10458,K062,741363,Spent pickle liquor generated by steel finishing operations as defined.
10460,Brucine,43794,"Strychnidin-10-one, 2,3-dimethoxy-"
10462,Sulfur hexafluoride,104364,"Sulfur fluoride [SF6], [OC-6-11]-"
10463,Cupric sulfate,153536,Sulfuric acid copper[2+] salt [1:1]
10464,Aluminum sulfate,167106,"Sulfuric acid, aluminum salt [3:2]"
10465,Cadmium sulfate,168294,"Sulfuric acid, cadmium salt [1:1]"
10466,Calcium sulfate,153858,"Sulfuric acid, calcium salt [1:1]"
10678,Didecyl dimethyl ammonium chloride,147520,"1-Decanaminium, N-decyl-N,N-dimethyl-, chloride"
10679,2-Ethylhexanol,22327,"1-Hexanol, 2-ethyl-"
10680,Iprodione,272120,"1-Imidazolidinecarboxamide, 3-[3,5-dichlorophenyl]-N-[1-methylethyl]-2,4-dioxo-"
10681,Carbaryl,3723,"1-Naphthalenol, methylcarbamate"
10682,1-Pentanol,4747,1-Pentanol
10683,Abietic acid,49627,"1-Phenanthrenecarboxylic acid, 1,2,3,4,4a,4b,5,6,10,10a-decahydro-1,4a-dimethyl-7-[1-methylethyl]-, [1R,4aR,4bR,10aR]-"
10684,Dehydroabietic acid,91827,"1-Phenanthrenecarboxylic acid, 1,2,3,4,4a,9,10,10a-octahydro-1,4a-dimethyl-7-[1-methylethyl]-, [1R,4aS,10aR]-"
10685,Isopimaric acid,135202,"1-Phenanthrenecarboxylic acid, 7-ethenyl-1,2,3,4,4a,4b,5,6,7,8,10,10a-dodecahydro-1,4a,7-trimethyl-, [1R-[1-.alpha.,4a-.beta.,4b-.alpha.,7-.alpha.,10a-.alpha.]]-"
10686,Monochlorodehydroabietic acid,694240,"1-Phenanthrenecarboxylic acid, chloro-1,2,3,4,4a,9,10,10a-octahydro-1,4a-dimethyl-7-[1-methylethyl]-, [1R-[1.alpha.,4a.beta.,10a.alpha.]]-"
10687,Dichlorodehydroabietic acid,694257,"1-Phenanthrenecarboxylic acid, dichloro-1,2,3,4,4a,9,10,10a-octahydro-1,4a-dimethyl-7-[1-methylethyl]-, [1R-[1.alpha.,4a.beta.,10a.alpha.]]-"
10689,N-Nitrosodi-n-propylamine,62257,"1-Propanamine, N-nitroso-N-propyl-"
11375,Hafnium,150151,Hafnium
10690,1-Propanol,4713,1-Propanol
10691,"Tris[2,3-dibromopropyl] phosphate",33969,"1-Propanol, 2,3-dibromo-, phosphate [3:1]"
10693,"trans-1,3-Dichloropropene",167452,"1-Propene, 1,3-dichloro-, [1E]-"
10694,"2,3-Dichloropropene",7401,"1-Propene, 2,3-dichloro-"
10696,Tebuconazole,699223,"1H-1,2,4-Triazole-1-ethanol, .alpha.-[2-[4-chlorophenyl]ethyl]-.alpha.-[1,1-dimethylethyl]-"
10697,Bentazon,228676,"1H-2,1,3-Benzothiadiazin-4[3H]-one, 3-[1-methylethyl]-, 2,2-dioxide"
10699,Tolytriazole,252866,"1H-Benzotriazole, 4[or 5]-methyl-"
10700,"Butyl, 5-benzotriazole, total",17026915,"1H-Benzotriazole, 5-butyl-"
10701,Indene,15891,1H-Indene
10703,"1H-Isoindole-1,3[2H]-dione, 3a,4,7,7a-tetrahydro-2-[[1,1,2,2-tetrachloroethyl]thio]-",101816,"1H-Isoindole-1,3[2H]-dione, 3a,4,7,7a-tetrahydro-2-[[1,1,2,2-tetrachloroethyl]thio]-"
10705,Caffeine,2741,"1H-Purine-2,6-dione, 3,7-dihydro-1,3,7-trimethyl-"
10706,Theophylline,2816,"1H-Purine-2,6-dione, 3,7-dihydro-1,3-dimethyl-"
10707,Dyphylline,47027,"1H-Purine-2,6-dione, 7-[2,3-dihydroxypropyl]-3,7-dihydro-1,3-dimethyl-"
10708,2-Mercaptobenzothiazole,39883,2[3H]-Benzothiazolethione
10710,"2,3,7,8-TCDD TEC",17027483,"2,3,7,8-Tetrachlorodibenzo-p-dioxin, TEC"
10711,TCDD equivalents,524672185,"2,3,7,8-Tetrachlorodibenzo-p-dioxin, TEQ"
10713,"Bromacil, lithium salt",298505,"2,4[1H,3H]-Pyrimidinedione, 5-bromo-6-methyl-3-[1-methylpropyl]-, lithium salt"
10714,"2,4-D Dioxin congener/chlorophen",17132119,"2,4-D Dioxin congener/chlorophen"
10716,Heptachlor epoxide,76661,"2,5-Methano-2H-indeno[1,2-b]oxirene,2,3,4,5,6,7,7-heptachloro-1a,1b,5,5a,6,6a-hexahydro-,[1aR,1bS,2R,5S,5aR,6S,6aR]-rel-"
10972,Chlorendic acid,29124,"Bicyclo[2.2.1]hept-5-ene-2,3-dicarboxylic acid, 1,4,5,6,7,7-hexachloro-"
10718,Triadimefon,286872,"2-Butanone, 1-[4-chlorophenoxy]-3,3-dimethyl-1-[1H-1,2,4-triazol-1-yl]-"
10719,Crotonaldehyde,122135,2-Butenal
10720,"trans-1,4-Dichloro-2-butene",26765,"2-Butene, 1,4-dichloro-, [2E]-"
10721,Crotoxyphos,152728,"2-Butenoic acid, 3-[[dimethoxyphosphinyl]oxy]-, 1-phenylethyl ester, [2E]-"
10722,Mevinphos,155309,"2-Butenoic acid, 3-[[dimethoxyphosphinyl]oxy]-, methyl ester"
10723,2-Hexanone,57000,2-Hexanone
10724,5-Methyl-2-hexanone,26401,"2-Hexanone, 5-methyl-"
10725,Ethylene thiourea,16857,2-Imidazolidinethione
10727,2-Naphthalenamine,13540,2-Naphthalenamine
10728,N-[Methylpropylidenepropanamine],17026808,"2-Propanamine, N-[1-methylpropylidene]-"
10729,Propylene glycol monobutyl ether,129601,"2-Propanol, 1-butoxy-"
10730,Chlorophenoxypropananol,127530,"2-Propanol, 1-chloro-3-phenoxy-"
10731,Propylene glycol 1-methyl ether,24778,"2-Propanol, 1-methoxy-"
10732,Acrylic acid,7617,2-Propenoic acid
10733,Polymethylacrylic acid,229435,"2-Propenoic acid, 2-methyl-, homopolymer"
10734,Polyacrylic acid,161265,"2-Propenoic acid, homopolymer"
10735,Sodium polyacrylate,161281,"2-Propenoic acid, homopolymer, sodium salt"
10736,Methyl acrylate,16790,"2-Propenoic acid, methyl ester"
10639,Propylene glycol,2584,"1,2-Propanediol"
11243,Phenyltoloxamine,13904,"Ethanamine, N,N-dimethyl-2-[2-[phenylmethyl]phenoxy]-"
11244,Diethylamine,26245,"Ethanamine, N-ethyl-"
11245,Diethylhydroxylamine,118380,"Ethanamine, N-ethyl-N-hydroxy-"
11246,N-Nitrosodiethylamine,1875,"Ethanamine, N-ethyl-N-nitroso-"
11247,Methyl ethyl sulfide,63347,"Ethane, [methylthio]-"
11248,Bis[2-chloroethoxy]methane,27987,"Ethane, 1,1'-[methylenebis[oxy]]bis[2-chloro-"
11249,"1,1,1,2-Tetrachloroethane",65102,"Ethane, 1,1,1,2-tetrachloro-"
11250,"1,1,1,2-tretrafluoroethane",70623,"Ethane, 1,1,1,2-tetrafluoro-"
11251,"1,1,1-Trichloro-2,2,2-trifluoroethane",43570,"Ethane, 1,1,1-trichloro-2,2,2-trifluoro-"
11253,"Trimethyl orthoacetate, total",86801,"Ethane, 1,1,1-trimethoxy-"
11254,CFC-113,6148,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-"
11256,"1,1-Dichloro-2,2-diethoxyethane",61648,"Ethane, 1,1-dichloro-2,2-diethoxy-"
11257,"HFC-152a [1,1-difluoroethane]",5553,"Ethane, 1,1-difluoro-"
11258,"1,2-Bis[2-chloroethoxy] ethane",28274,"Ethane, 1,2-bis[2-chloroethoxy]-"
11259,"1,2-Dichloro-1,2-difluoroethane",685636,"Ethane, 1,2-dichloro-1,2-difluoro-"
11261,HCFC-123,41855,"Ethane, 2,2-dichloro-1,1,1-trifluoro-"
11262,"2-Bromo-1,1-dichloroethane",67397,"Ethane, 2-bromo-1,1-dichloro-"
11263,Bromoethane,5181,"Ethane, bromo-"
11264,Chlorinated ethanes,426601,"Ethane, chloro derivs."
11266,Dichloroethane,81786,"Ethane, dichloro-"
11267,Dichlorotrifluoroethane,265744,"Ethane, dichlorotrifluoro-"
11268,Pentachloroethane,6056,"Ethane, pentachloro-"
11269,HFC-125 [Pentafluoroethane],43539,"Ethane, pentafluoro-"
11270,Tetrachloroethane,231951,"Ethane, tetrachloro-"
11272,Oxalic acid,39446,Ethanedioic acid
11273,Thiodicarb,315127,"Ethanimidothioic acid, N,N'-[thiobis[[methylimino]carbonyloxy]]bis-, dimethyl ester"
11275,Triethylene glycol,28282,"Ethanol, 2,2'-[1,2-ethanediylbis[oxy]]bis-"
11276,Diethylene glycol dinitrate,67819,"Ethanol, 2,2'-oxybis-, dinitrate"
11277,Diethylaminoethanol,19372,"Ethanol, 2-[diethylamino]-"
11279,2-Chloroethanol,24125,"Ethanol, 2-chloro-"
11280,2-Ethoxyethanol,26989,"Ethanol, 2-ethoxy-"
11281,2-Methoxyethanol,26211,"Ethanol, 2-methoxy-"
11282,Ethylene glycol monophenyl ether,32664,"Ethanol, 2-phenoxy-"
11283,Acetophenone,18333,"Ethanone, 1-phenyl-"
11284,Hydroxyacetophenone,963124,"Ethanone, 1-phenyl-, monohydroxy deriv."
11285,Ethylene,5090,Ethene
11286,2-Chloroethyl vinyl ether,26948,"Ethene, [2-chloroethoxy]-"
11287,Dichloroethylene,232025,"Ethene, dichloro-"
11290,"Excess cement slurry, free oil",1642552,"Excess cement slurry, free oil"
11291,Excess thermal load,17132366,Excess thermal load
11292,"Explosives, combined TNT + RDX + tetryl",1640036,"Explosives, combined TNT, RDX and Tetryl"
11293,"Streptococci, fecal plate count KF agar",763862,Fecal Streptococcus
11295,Ferricyanide,962290,"Ferrate[3-], hexakis[cyano-.kappa.C]-, [OC-6-11]-"
11296,Ferrocyanide,185876,"Ferrate[4-], hexakis[cyano-C]-, [OC-6-11]-"
11298,Fine bleached kraft,1648633,Fine bleached kraft
11299,Fine paper machine - dried,1648138,Fine paper machine-dried
11300,Fish feed used,1642727,Fish food fed per day
11301,Fish on hand,764340,Fish present
10738,Chlorpheniramine,35584,"2-Pyridinepropanamine, .gamma.-[4-chlorophenyl]-N,N-dimethyl-"
10739,Dazomet,50955,"2H-1,3,5-Thiadiazine-2-thione, tetrahydro-3,5-dimethyl-"
10740,Caprolactam,22921,"2H-Azepin-2-one, hexahydro-"
10741,Isothiazolone,17026634,3[2H]-Isothiazolone
10742,Norflurazon,245191,"3[2H]-Pyridazinone, 4-chloro-5-[methylamino]-2-[3-[trifluoromethyl]phenyl]-"
10743,Methyl butenol,29041,"3-Buten-2-ol, 2-methyl-"
10744,.alpha.-Terpineol,18127,"3-Cyclohexene-1-methanol, .alpha.,.alpha.,4-trimethyl-"
10745,Pheophytin,58529,"3-Phorbinepropanoic acid, 9-ethenyl-14-ethyl-21-[methoxycarbonyl]-4,8,13,18-tetramethyl-20-oxo-, [2E,7R,11R]-3,7,11,15-tetramethyl-2-hexadecenyl ester, [3S,4S,21R]-"
10746,Nicotinamide,18382,3-Pyridinecarboxamide
10747,cis-Chlordane,129353,"4,7-Methano-1H-indene, 1,2,4,5,6,7,8,8-octachloro-2,3,3a,4,7,7a-hexahydro-, [1.alpha.,2.alpha.,3a.alpha.,4.beta.,7.beta.,7a.alpha.]"
10748,Heptachlor,6262,"4,7-Methano-1H-indene, 1,4,5,6,7,8,8-heptachloro-3a,4,7,7a-tetrahydro-"
10749,"2,2,4,5,6,7,8,8-Octachloro-2,3,3a,4,7,7a-hexahydro-4,7-methano-1H-indene",133777,"4,7-Methano-1H-indene, 2,2,4,5,6,7,8,8-octachloro-2,3,3a,4,7,7a-hexahydro-"
10752,Surfynol 104E,34025,"5-Decyne-4,7-diol, 2,4,7,9-tetramethyl-"
10754,5-Day sum of BOD5 discharged,1640911,5-day sum of BOD5 discharged
10755,5-Day sum of WLA values,1640978,5-day sum of waste load allocation values
10756,Endosulfan sulfate,76737,"6,9-Methano-2,4,3-benzodioxathiepin, 6,7,8,9,10,10-hexachloro-1,5,5a,6,9,9a-hexahydro-, 3,3-dioxide"
10758,.beta.-Endosulfan,263996,"6,9-Methano-2,4,3-benzodioxathiepin, 6,7,8,9,10,10-hexachloro-1,5,5a,6,9,9a-hexahydro-, 3-oxide, [3.alpha.,5a.alpha.,6.beta.,9.beta.,9a.alpha.]-"
10760,"THC, dry & O2",17003682,"6H-Dibenzo[b,d]pyran-1-ol, 6a,7,8,10a-tetrahydro-6,6,9-trimethyl-3-pentyl-, [6aR,10aR]-"
10761,"2,3-Dihydro-2,2-dimethyl-7-benzofuranol",88658,"7-Benzofuranol, 2,3-dihydro-2,2-dimethyl-"
10762,Endothall,39560,"7-Oxabicyclo[2.2.1]heptane-2,3-dicarboxylic acid"
10487,"Organics, total toxic [TTO]",749648,Total toxic organics -- CWA 304B
10488,Tricarboxylic acid,5242789,Tricarboxylic acid
10489,"Trihalomethane, tot.",701045,"Trihalomethanes, total -- SDWA NPDWR"
10435,Reofos 65,713792,Reofos 65
10437,"Rubber, reclaimed",630277,"Rubber, reclaimed"
10438,Silver cyanide,49031,Silver cyanide [Ag[CN]]
10439,Silver oxide,218230,Silver oxide [Ag2O]
10440,Silver oxide,81885,Silver oxide [AgO]
10441,Skydrol 500B,693457,Skydrol 500B
10171,Oryzalin,213793,"Benzenesulfonamide, 4-[dipropylamino]-3,5-dinitro-"
10172,4-Methylbenzenesulfonic acid,21931,"Benzenesulfonic acid, 4-methyl-"
10173,Dodecylbenzenesulfonic acid,244327,"Benzenesulfonic acid, dodecyl-"
10175,Benzo[j]fluoranthene,40675,Benzo[j]fluoranthene
10176,Benzo[k]fluoranthene,40709,Benzo[k]fluoranthene
10177,Camphor,6205,"Bicyclo[2.2.1]heptan-2-one, 1,7,7-trimethyl-"
10179,Butyraldehyde,33134,Butanal
10180,2-Methylbutane,7310,"Butane, 2-methyl-"
10181,Cadmium dichloride,168096,Cadmium chloride [CdCl2]
10182,Calcium chloride,167155,Calcium chloride [CaCl2]
10183,Calcium fluoride,156026,Calcium fluoride [CaF2]
10184,Calcium hydroxide,82255,Calcium hydroxide [Ca[OH]2]
10186,Urethane,1495,"Carbamic acid, ethyl ester"
10187,Ethylenebis[dithiocarbamates],17135401,"Carbamodithioic acid, 1,2-ethanediyl ester"
10189,Sodium dimethyldithiocarbamate,34462,"Carbamodithioic acid, dimethyl-, sodium salt"
10190,Butylate,95398,"Carbamothioic acid, bis[2-methylpropyl]-, S-ethyl ester"
10191,Pebulate,78329,"Carbamothioic acid, butylethyl-, S-propyl ester"
10194,Carbonyl sulfide,46508,Carbon oxide sulfide [COS]
10195,Calcium carbonate,46755,Carbonic acid calcium salt [1:1]
10196,Sodium carbonate,48017,Carbonic acid disodium salt
10197,Sodium bicarbonate,39438,Carbonic acid monosodium salt
10199,Potassium carbonate,55863,"Carbonic acid, dipotassium salt"
10200,Phosgene,5587,Carbonic dichloride
10241,Diesel particulates,1647528,Diesel particulates [PM10] -- CAA 202A
10242,Diosocynatos,649715,Diisocyanates -- TRI
10243,Dioxins/furans,17001637,Dioxins and dibenzofurans
10244,Tetrasodium pyrophosphate,153031,"Diphosphoric acid, tetrasodium salt"
10245,F027,740753,"Discarded unused formulations containing tri-, tetra-, or pentachlorophenol as defined."
10246,Fenbutatin oxide,185488,"Distannoxane, hexakis[2-methyl-2-phenylpropyl]-"
10247,Distillate [oil],425009,"Distillates [petroleum], crude oil"
10248,K095,741538,"Distillation bottoms from the production of 1,1,1-trichloroethane"
10249,K085,741454,Distillation or fractionation column bottoms from the production of chlorobenzenes.
10250,K061,741355,Emission control dust/sludge from the primary production of steel in electric furnaces.
10251,E. coli,457804,Escherichia coli
10252,Triethylamine,31708,"Ethanamine, N,N-diethyl-"
10253,Ethyl ether,3335,"Ethane, 1,1'-oxybis-"
